"pred_type","gene","gene_set","model_id","cor_pearson","nrmse_sd","js_div","mi","ssim","auc_0"
"test","AGPAT2","SVGs","DeepSpaCE",0.0046988757350273,1.10498865868961,0.263788877041214,0.0443901187449683,0.0118316077298389,0.538960930191432
"test","AGPAT2","SVGs","GHIST",0.296191319135638,1.10338201834634,0.202801392394468,0.0755288479111704,0.284014343261555,0.646559916551839
"test","AGPAT2","SVGs","GeneCodeR",0.202020783033188,1.08066152952696,0.236558958650541,0.0603002309355305,0.120758663378235,0.602988900872412
"test","AGPAT2","SVGs","HisToGene",0.191510450171208,1.0389919428827,0.182540553756329,0.0914073585906642,0.180830282376876,0.663421876103358
"test","AGPAT2","SVGs","Hist2ST",0.162497180474446,1.11553259731638,0.179474071265587,0.0858846277443035,0.156030504273503,0.622210901283868
"test","AGPAT2","SVGs","ST-Net",0.177442801773897,1.25817247039244,0.258037062946991,0.0807503235613758,0.158734385646411,0.605928066269525
"test","AGPAT2","SVGs","THItoGene",0.103952700648925,1.16719559363359,0.184364179879835,0.0859117070841628,0.101976216690583,0.584766356684989
"test","AGPAT2","SVGs","iStar",-0.0880538919931569,1.46925086384134,0.442889241223994,0.0605781909302136,-0.0630398806048412,0.502508467448742
"test","AGR2","All Genes","DeepPT",0.203888751038079,3.19904724539871,0.532245322525471,0.0625797162467045,0.142719170566071,0.591984825019841
"test","AGR2","All Genes","DeepSpaCE",0.158962296258601,1.69968203929196,0.554039375845053,0.0515703196374005,0.136011705480334,0.557592752311778
"test","AGR2","All Genes","GHIST",0.176013800159853,1.71745631997303,0.510205229620807,0.05856011707996,0.146927605045273,0.591920646296601
"test","AGR2","All Genes","GeneCodeR",0.0658337742541558,2.30694756537871,0.572348738016156,0.041418975196537,0.0251342032126123,0.544631168722391
"test","AGR2","All Genes","HisToGene",0.1167483342748,1.35804422579701,0.498561168281068,0.057237011704297,0.087639401569769,0.597852373580385
"test","AGR2","All Genes","Hist2ST",0.141631364971758,1.59899463798807,0.51326716109409,0.0622862581562942,0.106533213406278,0.606428206111362
"test","AGR2","All Genes","ST-Net",0.137827258249365,3.84901410407903,0.54781043520362,0.0677750728404502,0.104058890344817,0.569577265537958
"test","AGR2","All Genes","THItoGene",0.130098206156333,1.52272635046305,0.502351704962015,0.0700242823781596,0.101488300198166,0.595652393778943
