"corr","gene","n","type","model","sample"
0.794037034991534,"ABCC11","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.619508248535229,"MYBPC1","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.774968909133436,"FOXA1","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.115758835660256,"OPRPN","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.805242966828035,"SERHL2","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.745312921668863,"FASN","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.570652781328732,"MUC6","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.766891173128149,"CDH1","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.485016054585303,"MYH11","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.737002687198522,"TACSTD2","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.660740735253592,"TFAP2A","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.73467286473115,"MLPH","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.772973218103955,"EPCAM","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.680708573692172,"LYPD3","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.75236906595525,"KRT7","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.696137050611723,"SCD","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.37130328291367,"PIGR","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.484729590367893,"KRT14","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.587397466345081,"ANKRD30A","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.458604680219551,"PTN","top_20","svg","+ref (w/o morphology)","breast_sample2"
0.794037034991534,"ABCC11","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.619508248535229,"MYBPC1","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.774968909133436,"FOXA1","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.115758835660256,"OPRPN","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.805242966828035,"SERHL2","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.745312921668863,"FASN","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.570652781328732,"MUC6","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.766891173128149,"CDH1","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.485016054585303,"MYH11","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.737002687198522,"TACSTD2","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.660740735253592,"TFAP2A","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.73467286473115,"MLPH","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.772973218103955,"EPCAM","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.680708573692172,"LYPD3","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.75236906595525,"KRT7","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.696137050611723,"SCD","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.37130328291367,"PIGR","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.484729590367893,"KRT14","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.587397466345081,"ANKRD30A","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.458604680219551,"PTN","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.348754661270426,"S100A8","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.670404662222055,"DSP","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.489812645753749,"POSTN","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.507745322437695,"KRT5","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.651236285337779,"AR","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.384115614003091,"CEACAM6","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.484587832196988,"SERPINA3","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.414363575527579,"ESR1","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.466617763526631,"SFRP1","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.675624979586797,"JUP","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.732077705461205,"CD9","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.107236426921727,"MMP1","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.800409572456625,"ERBB2","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.433290325190447,"AKR1C1","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.527627659460368,"ALDH1A3","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.62677957812541,"TRAF4","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.405161198704212,"TOP2A","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.568452916024001,"AQP3","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.611926916756682,"DSC2","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.592387320046716,"SLC5A6","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.556490070115868,"SQLE","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.291177572924294,"KRT23","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.753582974269089,"TPD52","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.47652350960756,"SDC4","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.242774837379831,"SFRP4","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.589305164619301,"RUNX1","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.633605593517476,"MDM2","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.657276444557423,"ENAH","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.715230431889174,"KRT8","top_50","svg","+ref (w/o morphology)","breast_sample2"
0.358817037247673,"LYZ","top_50","svg","+ref (w/o morphology)","breast_sample2"
