"","x_cord","y_cord","gene"
"cell1249",471.74634,353.43903,0.35751036
"cell1250",622.6533,348.61334,1.5475712
"cell1252",71.703705,351.74814,2.0218883
"cell1254",446.66278,348.44186,0.4696722
"cell1257",634.9497,343.51398,1.8853406
"cell1258",247.5679,349.0247,1.337415
"cell1259",22.612904,351.7903,1.694812
"cell1260",599.48,352.42,1.4022983
"cell1261",513.7551,350.7755,0.870175
"cell1262",543.41724,351.45325,0.98245096
"cell1265",526.86804,351.19446,1.4463679
"cell1267",174.93582,353.4171,1.9306129
"cell1269",99.77551,350.5306,1.1395916
"cell1274",355.1338,352.03522,1.8337691
"cell1276",343.6842,354.05264,2.0243926
"cell1277",555.86664,354.75833,0.8318332
"cell1278",9.818182,353.68182,1.9690112
"cell1279",313.34247,354.57535,1.8563646
"cell1280",462.6415,353.43396,0.5217798
"cell1283",609.0702,357.20175,1.5577383
"cell1284",262.17212,356.63113,2.22558
"cell1285",499.5357,353.74286,1.1249355
"cell1286",571.4167,353.13333,0.9616626
"cell1288",112.44444,354.7619,2.0890195
"cell1289",142.02072,353.31607,2.1484342
"cell1290",126.791046,354.35822,2.300842
"cell1291",156.32204,353.05084,2.3626459
"cell1292",242.92282,356.09732,2.2833104
"cell1293",637.6306,354.3243,0.975027
"cell1294",35.882355,354.2892,1.4019284
"cell1295",55.42453,357.66037,1.7664324
"cell1296",191.05933,358.0466,2.4064255
"cell1300",488.54782,358.0435,0.82145435
"cell1305",79.02778,358.05554,0.8273663
"cell1306",27.772728,362.44318,1.8996495
"cell1307",565.8071,362.92892,0.8846554
"cell1310",286.56757,358.2072,2.1474926
"cell1311",479.27856,362.74286,0.8423664
"cell1314",161.37737,361.42453,1.4872702
"cell1315",312.18594,363.09918,2.2364254
"cell1316",620.97797,363.33087,1.1652212
"cell1317",511.85043,362.1581,1.1802853
"cell1318",45.9009,362.93695,1.3959683
"cell1320",171.41463,362,1.5610938
"cell1323",114.58929,364.48215,2.0217302
"cell1324",467.55554,363.72223,0.97233546
"cell1325",128.53233,364.65173,2.308331
"cell1328",88.1,364.4,2.0517726
"cell1329",19.637682,363.15942,1.8566159
"cell1330",542.13,363.36,0.89017165
"cell1333",382.1389,362.6111,0.2150824
"cell1336",100.843285,361.71643,2.2234058
"cell1337",239.85658,369.43024,2.724235
"cell1338",607.1394,367.5576,1.650926
"cell1340",185.84694,369.2755,2.3540664
"cell1342",431.32468,366.57144,0.53343016
"cell1343",264.01376,367.5413,2.6389484
"cell1344",345.93442,366.459,0.83872265
"cell1345",634.7778,367.25925,1.3593345
"cell1346",525.33594,369.14844,1.2259429
"cell1348",92.82171,370.90698,2.4175138
"cell1349",146.74324,369.53152,2.0987084
"cell1350",289.4366,368.89438,2.491172
"cell1351",452.95816,371.3138,1.6424872
"cell1352",490.35123,371.99588,1.4858178
"cell1353",591.7629,367.99484,1.7124337
"cell1355",194.81522,371.6087,2.2995167
"cell1356",205.73276,370.25,2.187437
"cell1357",375.16,368.46,0.22590971
"cell1361",70.69863,369.20547,1.6176739
"cell1362",224.68085,372.75885,2.6322806
"cell1364",25.589743,370.71796,1.7809877
"cell1365",536.6771,371.24216,0.9732809
"cell1366",107.633804,370.61972,2.0822482
"cell1367",252.67567,372.1216,2.317293
"cell1368",278.69434,372.20377,2.8460517
"cell1369",76.066666,373.58096,1.8656048
"cell1370",438.21277,370.1915,0.5677633
"cell1372",579.2323,367.8889,0.8488397
"cell1373",467.39102,372.82053,0.76329184
"cell1377",135.23567,374.52866,2.3090127
"cell1383",388.99374,373.7,0.38808718
"cell1387",114.66428,375.83572,2.3729465
"cell1390",96.969696,377.53534,2.55533
"cell1391",424.52173,374.6413,0.62646735
"cell1392",54.27397,372.58905,1.7954975
"cell1397",441.5179,380.7968,2.138926
"cell1398",506.5548,377.14618,1.477735
"cell1402",424.8846,378.65384,0.60136837
"cell1408",138.32433,379.1081,2.0199535
"cell1411",549.6734,379.7903,1.5623878
"cell1412",582.6976,380.1371,1.1269745
"cell1413",300.81357,380.57626,1.8439435
"cell1415",294.19446,379.88196,2.240998
"cell1416",102.99225,383.86823,2.2689435
"cell1418",306.7731,382.4538,0.49235535
"cell1420",474.55194,379.38962,1.4340566
"cell1421",20.07353,381.69116,1.1107605
"cell1423",272.06558,384.7131,2.4677258
"cell1424",217.15819,386.79095,2.5312424
"cell1425",336.97006,381.08682,0.7711049
"cell1426",159.54962,381.70993,2.0075033
"cell1427",503.8421,382.21054,0.66459805
"cell1429",117.9661,382.5678,2.2925835
"cell1432",574.75574,389.8435,1.4123667
"cell1433",87.87461,390.05328,2.7292187
"cell1435",52.290455,387.46057,1.9536065
"cell1436",68.323944,385,1.7987912
"cell1437",246.42905,385.61386,2.5690954
"cell1438",61.94643,385.05356,1.9171625
"cell1439",206.28143,384.05988,2.3256013
"cell1442",522.0377,383.51572,1.1799104
"cell1443",128.98824,384.15295,1.7911469
"cell1444",614.94666,387.32,1.2109836
"cell1453",424.2264,389.8522,1.0764593
"cell1455",156.0337,388.21347,2.3661363
"cell1456",488.29144,387.0352,1.0503811
"cell1457",560.269,391.98102,1.550977
"cell1458",225.84772,390.3401,2.2697823
"cell1459",411.4304,386.74683,0.82734966
"cell1461",236.44,393.86856,2.3404675
"cell1465",24.236841,387.307,0.6098248
"cell1467",142.21072,390.19922,2.4048116
"cell1469",174.93651,386.87302,1.5281054
"cell1470",459.8941,388.55884,1.216345
"cell1471",392.94446,392.43253,0.95885175
"cell1474",330.50705,390.39438,0.31346792
"cell1479",476.9904,391.04807,2.2976382
"cell1482",529.0513,391.20514,1.5023092
"cell1485",404.07407,394.98764,1.5815771
"cell1487",105.40404,392.55554,2.1914608
"cell1488",186.72,388.056,0.56039035
"cell1490",271.55814,395.74417,1.9396143
"cell1493",123.148735,395.77533,2.7223122
"cell1494",199.89198,394.03485,2.57353
"cell1500",286.7137,392.86273,1.52393
"cell1501",153.0381,398.60953,1.5495746
"cell1502",636.1691,398.11765,1.5347298
"cell1505",313,393.8,0.5517992
"cell1506",71.82979,393.40427,2.3687
"cell1507",163.95708,398.34335,2.054299
"cell1508",175.52672,397.48856,1.8307666
"cell1509",258.84128,392.18253,2.249326
"cell1510",58.530975,398.0708,2.017053
"cell1511",300.90475,393.90475,0.57248
"cell1515",391.2716,397.46915,1.7647995
"cell1517",588.1838,396.16238,0.9621746
"cell1518",602.1087,398.75543,1.6909561
"cell1519",108.091835,399.85715,2.480436
"cell1520",439.915,395.05,1.4069747
"cell1521",467.43716,399.86887,0.8651568
"cell1522",497.50803,396.22995,0.8064732
"cell1524",35.135483,396.2258,2.1194396
"cell1526",142.73334,399.06668,2.242444
"cell1528",546.58545,399.53845,0.8105755
"cell1530",520.4695,400.8263,0.7051302
"cell1533",483.9655,400.49655,0.9396879
"cell1534",534.7124,399.54248,1.1267475
"cell1535",77.72072,400.18918,2.347716
"cell1536",370.6129,405.4301,1.9713267
"cell1537",430.04202,403.60504,1.580521
"cell1542",454.17188,398.5,1.059634
"cell1544",382.8142,404.99454,2.002987
"cell1545",43.89668,405.67526,2.5644386
"cell1552",402.00424,407.08084,2.0458133
"cell1557",624.7692,404.72437,1.7963278
"cell1558",419.49268,406.73657,2.2228582
"cell1559",574.33673,405.59183,0.8252438
"cell1560",248.22078,405.85065,1.9326853
"cell1561",476.87558,410.15207,1.0149788
"cell1562",100.55,405.79285,2.367139
"cell1565",290.9011,407.8022,1.2138604
"cell1566",19.10628,407.76813,1.746843
"cell1567",90.384,409.456,2.4415207
"cell1572",282.67163,405.7612,0.6064798
"cell1574",614.7206,406.55148,0.99606085
"cell1575",63.457516,408.49673,2.3054426
"cell1578",214.06699,409.1579,2.2215042
"cell1581",71.62687,410.31345,2.4482954
"cell1582",116.3625,409.0125,1.4662962
"cell1583",447.4947,409.34042,1.4447683
"cell1587",526.3976,412.81927,0.6622828
"cell1588",567.2455,410.71817,0.7716386
"cell1589",461.42282,413.44296,1.4787854
"cell1592",55.31383,416.53192,2.4496899
"cell1594",408.89438,416.331,2.0615034
"cell1599",33.236362,414.63635,1.9964027
"cell1600",259.4737,413.42584,1.3143877
"cell1601",544.40607,415.14212,0.9122848
"cell1602",274.2795,411.57764,0.7972173
"cell1604",596.81665,411.49167,0.95621204
"cell1606",146.1077,413.7846,2.211478
"cell1607",435.72464,415.6232,1.5637838
"cell1608",621.57513,419.59537,1.4225385
"cell1610",512.4955,416.73422,1.2948254
"cell1611",104.79459,418.82162,2.1440597
"cell1613",372.1413,416.90216,1.6707267
"cell1615",193.65079,418.11905,2.4112718
"cell1616",250.90076,415.79388,2.3649194
"cell1618",605.80914,417.50208,1.8746048
"cell1619",86.85366,416.09756,2.1145146
"cell1620",230.23697,414.7109,2.416331
"cell1623",121.29825,416.85965,1.6196623
"cell1624",181.16708,418.3616,1.2976118
"cell1625",133.2057,416.10443,2.1662843
"cell1628",391.86032,416.3687,1.8328876
"cell1629",424.03726,418.29813,2.1218967
"cell1631",17.710526,417.60526,1.5750283
"cell1632",77.251,417.54184,2.5389285
"cell1634",492.21326,416.74408,0.78469175
"cell1635",554.3136,418.7278,0.7174231
"cell1636",157.97144,416.25714,0.75277776
"cell1637",360.83655,418.02884,1.5217216
"cell1639",351.25626,421.425,1.0137852
"cell1643",25.52381,420.49207,2.0201294
"cell1645",240.58742,422.96503,2.17399
"cell1647",291.651,420.3423,0.5945708
"cell1650",465.91724,421.72415,1.175153
"cell1651",595.4101,423.83453,1.3883536
"cell1652",444.2746,423.7979,1.6629003
"cell1657",145.7963,422.37036,2.331391
"cell1658",378.15158,426.18616,1.2445515
"cell1660",563.264,422.344,0.6900026
"cell1662",263.83722,425.90698,0.47422853
"cell1665",514.5868,425.24792,0.84070396
"cell1666",229.90129,429.77252,2.268913
"cell1667",421.4,426.94116,1.9280471
"cell1668",56.185055,432.97864,1.4750365
"cell1676",97.208336,424.3125,2.181065
"cell1677",537.4,427.61777,1.2691848
"cell1680",485.0583,427.42944,1.1040517
"cell1685",351.43835,430.58905,2.1077836
"cell1688",301.17834,427.40128,2.2690673
"cell1690",247.22807,428.3509,2.1488328
"cell1693",468.9365,429.8254,0.8701958
"cell1695",568.2357,430.59595,2.0503776
"cell1696",18.278606,428.68158,1.0451034
"cell1699",149.22963,432.8889,2.2613113
"cell1700",476.42554,431.40427,1.0249649
"cell1701",607.6023,433.02274,1.7310551
"cell1708",403.08426,435.71912,2.4630218
"cell1709",87.29927,436.82483,2.4074059
"cell1711",461.32684,436.59024,2.0623915
"cell1712",47.247192,434.98877,2.5621521
"cell1715",130.10779,436.1437,2.4339492
"cell1721",366.88635,434.79544,1.8416271
"cell1722",552.5164,434.55737,0.86653596
"cell1725",107.096466,436.86816,2.1790395
"cell1729",634.6957,435.80634,1.9160397
"cell1730",180.42673,437.5345,2.2161705
"cell1731",338.97632,432.70413,0.4394331
"cell1734",585.5314,432.1791,1.3490984
"cell1735",140.5271,438.95566,1.5944608
"cell1737",27.68116,440.86957,0.98495114
"cell1740",297.72186,442.59604,2.3184514
"cell1742",494.0563,440.4437,1.0795077
"cell1745",163.56061,438.15152,1.5406637
"cell1746",283.5914,442.25806,2.0288153
"cell1747",16.707144,441.77142,0.8634607
"cell1748",531.63855,441.45782,1.5639406
"cell1751",349.38202,437.0674,0.85647583
"cell1753",223.97873,445.85107,1.0143391
"cell1754",520.35693,434.07376,1.5465889
"cell1755",31.782608,440.84784,2.347576
"cell1757",384.55682,439.78976,1.8287451
"cell1762",619.3512,442.54166,1.8330077
"cell1763",155.63846,438.8154,1.3964995
"cell1764",291.76923,440.39316,2.295388
"cell1770",504,444.81033,1.2269703
"cell1772",79.304344,445.5,1.0227085
"cell1773",358.33334,441.81287,2.0034773
"cell1774",440.38614,439.5297,1.4514791
"cell1775",545.0217,444.71304,1.4479841
"cell1776",555.1963,443.28036,1.2783822
"cell1779",606.625,443.75,1.0166482
"cell1780",240.6375,443.2375,2.4240243
"cell1781",571.65216,443.86087,1.7941589
"cell1782",374.00757,445.93182,2.3754663
"cell1784",255.9322,446.09744,2.5511246
"cell1785",271.36633,443.85147,2.1316113
"cell1786",340.73276,443.18967,1.6424265
"cell1787",161.35715,446.14285,1.6908455
"cell1790",519.1848,452.8317,1.5888131
"cell1791",599.81775,447.4729,0.8678325
"cell1792",632.16235,448.13635,1.3351578
"cell1794",277.02222,449.1111,2.1094584
"cell1796",153.55844,449.05194,2.0001857
"cell1797",73.73684,447.57895,1.0740074
"cell1799",205.01193,448.38187,2.7400835
"cell1800",348.81656,452.92447,2.3258522
"cell1801",421.42593,447.24075,1.1527642
"cell1805",262.3402,449.35052,2.5254467
"cell1806",395.89285,453.01785,2.103275
"cell1808",131.51785,452.7143,2.3757339
"cell1809",95.40777,452.99515,2.6240587
"cell1812",479.391,447.3233,0.71251035
"cell1814",117.96407,450.2874,2.785794
"cell1815",185.17699,451.20355,2.2610424
"cell1818",465.4843,450.61884,1.7956822
"cell1820",507.761,457.07318,1.6085433
"cell1822",46.79389,449.24426,0.5743382
"cell1823",540.48315,455.31192,2.2380722
"cell1825",494.26666,457.26666,1.0971264
"cell1833",452.29517,456.28195,1.5434334
"cell1834",615.5333,454.21667,0.83204186
"cell1836",302.70212,455.82977,2.47933
"cell1837",632.3905,458.87573,1.7781695
"cell1839",578.90247,456.0427,1.4570917
"cell1840",32.688526,454.60657,0.308064
"cell1843",77.05454,454.74545,0.62592983
"cell1844",377.342,459.94424,1.8173459
"cell1846",281.02158,458.71222,1.8338425
"cell1848",336.0408,456.8163,1.3355061
"cell1849",415.47095,459.81363,1.8605047
"cell1850",566.9258,458.61136,1.4221886
"cell1851",269.96936,462.17242,2.7920835
"cell1852",242.54753,459.1255,2.6803486
"cell1857",220.92308,457.91208,1.0392212
"cell1859",472.6096,461.53424,1.5717024
"cell1860",167.87886,458.92526,2.448013
"cell1869",17.913044,462.43478,0.34968162
"cell1870",48.38889,464.95557,0.8528716
"cell1871",307,463.1746,2.0580406
"cell1872",288.70895,464.16418,2.7497106
"cell1874",130.67857,466.68878,2.698412
"cell1876",352.05377,463.55914,1.5926726
"cell1879",32.590908,463.89774,0.72170645
"cell1881",79.742424,461.25757,0.5333385
"cell1884",617.85895,464.3846,1.0845705
"cell1887",106.356865,466.44705,2.2788124
"cell1889",440.5164,464.9754,0.81724864
"cell1890",530.4627,466.88058,1.7424921
"cell1894",609.0053,466.96277,1.8500801
"cell1896",400.51724,467.7517,1.7467397
"cell1897",187.70833,468.08334,1.4052113
"cell1899",625.0217,466.82608,1.4917109
"cell1900",227.24292,469.88663,2.663947
"cell1902",301.5926,470.66666,2.3909538
"cell1903",339.75735,472.59558,1.7916526
"cell1904",426.72083,471.71573,1.6979548
"cell1906",143.0923,469.3154,2.0791569
"cell1909",345.58975,468.33334,1.6209887
"cell1910",485.19705,473.10837,1.5028878
"cell1911",61.69925,471.2331,0.70217365
"cell1912",592.41077,464.3201,1.0728334
"cell1914",256.05826,468.41263,2.4219503
"cell1915",551.6799,470.1186,1.4846895
"cell1916",563.61664,471.46667,1.7474324
"cell1918",99.210526,474.23685,2.4746149
"cell1923",396.27777,474.1389,1.918003
"cell1928",216.52097,470.67065,0.7577369
"cell1931",524.11444,474.84338,0.9973143
"cell1932",457.70282,472.8233,1.9171952
"cell1933",92.45206,473.34247,1.7361888
"cell1935",148.4752,479.5124,2.6510065
"cell1937",470.68265,471.68863,1.9543527
"cell1939",593.2941,478.6103,1.9764187
"cell1940",37.74627,474.0597,0.37826782
"cell1944",239.98805,477.4542,2.5352135
"cell1945",359.03726,479.72208,2.153894
"cell1951",383.4309,472.9187,1.4717001
"cell1954",317.16855,480.91013,0.6090394
"cell1956",638.1429,475.77924,1.3420352
"cell1959",509.1917,476.97928,1.1191653
"cell1960",139.50847,480.38983,2.3851225
"cell1961",295.16202,478.2067,2.19608
"cell1963",448.22076,478.4935,2.18631
"cell1968",611.95,480.025,1.7138224
"cell1970",89.36364,485.39038,2.3882713
"cell1971",436.7873,484.0603,2.1289246
"cell1973",16.873737,487.70706,2.0165772
"cell1974",250.87878,483.31516,2.3167517
"cell1975",46.149323,483.66968,0.8205208
"cell1978",106.60345,481.12643,1.7435179
"cell1980",27.574713,487.62643,2.4626338
"cell1981",397.99646,484.94327,1.910664
"cell1982",34.70909,485.67273,0.84822124
"cell1983",120.84553,483.39838,0.96389574
"cell1984",190.81482,483.0247,2.4442084
"cell1986",341.31747,486.28174,2.3075693
"cell1987",378.522,483.96857,2.1549585
"cell1990",476.6184,482.63815,1.7521108
"cell1991",419.84555,484.51352,1.9822648
"cell1995",635.1947,489.45132,1.5877526
"cell1997",464.55978,487.8587,2.0371444
"cell2000",204.00328,483.17377,2.1346977
"cell2002",500.17828,487.2403,0.83345175
"cell2007",513.026,486.987,1.2413784
"cell2008",547.8298,486.78723,1.9514843
"cell2010",9.275862,492.1494,2.0940938
"cell2013",573.7473,482.53735,0.7343293
"cell2015",158.53947,489.44736,2.5112991
"cell2016",234.47273,489.27274,2.6754158
"cell2018",370.09677,489.85806,1.4471474
"cell2020",539.7791,490.249,1.431475
"cell2023",618.85516,488.31033,2.0366416
"cell2024",179.45714,482.3524,1.5343149
"cell2026",476.5729,493.5,1.3488711
"cell2028",486.57025,492.72726,2.1513717
"cell2029",605.28326,492.49133,2.0007014
"cell2030",59.32184,489.4885,1.7152909
"cell2032",494.0606,493.5606,1.4583944
"cell2035",351.03705,494.60184,1.8242546
"cell2037",448.39914,495.64377,2.2026367
"cell2041",34.799107,497.9643,1.8315916
"cell2042",81.27749,496.72775,2.7931714
"cell2043",412.31787,494.8143,2.047369
"cell2046",51.615383,496.1346,1.1497787
"cell2047",66.82627,495.9322,1.8439426
"cell2049",115.45744,494.89362,1.5213213
"cell2050",257.25,495.0147,0.9245596
"cell2053",241.34375,499.15625,2.699923
"cell2056",523.6393,501.2069,1.8965486
"cell2058",173.49324,496.88852,0.8762968
"cell2060",193.02856,496.04572,2.0207982
"cell2061",368.07425,499.8119,1.575054
"cell2062",587.9643,496.1488,1.4244852
"cell2063",287.33334,503.2381,2.5568864
"cell2065",224.0625,496.77274,2.4211717
"cell2067",546.8583,500.5551,2.0249856
"cell2068",116.18705,501.16547,1.9594494
"cell2069",505.11963,504.19412,2.1884139
"cell2070",279.08405,506.52942,2.751745
"cell2071",101.8018,501.22522,2.4889338
"cell2075",234.272,505.544,2.5701854
"cell2076",212.22543,499.18497,2.3057683
"cell2077",130.29494,497.7143,1.8467493
"cell2078",144.42046,502.94318,1.0730852
"cell2079",480.0365,503.59854,2.1804066
"cell2081",437.11493,506.0345,1.5325116
"cell2082",600.2765,505.45294,1.4102968
"cell2083",45.34568,502.4321,1.9382161
"cell2085",349.88516,505.3206,2.2560723
"cell2088",491.26532,504.57144,1.5963408
"cell2089",616.34235,501.8919,1.5788602
"cell2090",457.2913,503.73273,2.0535645
"cell2091",557.16364,501.91516,0.9812064
"cell2093",570.6111,506.34128,0.6562078
"cell2095",135.48276,505.39655,0.80077904
"cell2096",512.38464,507.1346,1.0705268
"cell2099",72.20968,506.35483,2.1482704
"cell2100",404.5229,508.1107,2.485364
"cell2103",422.3617,508.6383,2.2525575
"cell2104",267.53125,510.66876,2.5305688
"cell2106",21.598131,508.2383,2.4152443
"cell2107",630.8602,511.25806,1.8715986
"cell2108",386.38992,510.90366,1.9531573
"cell2109",91.91919,511.4293,2.6353757
"cell2110",123.6484,514.9589,2.1113307
"cell2111",466.11365,510.92044,2.0863883
"cell2112",585.4847,511.90186,1.884161
"cell2113",134.5955,510.52808,1.1764158
"cell2114",456.7596,515.41345,2.2925112
"cell2116",54.964287,513.6667,1.779753
"cell2117",147.76064,512.383,2.074415
"cell2120",561.6177,511.54706,0.6784863
"cell2122",198.1875,514.9808,2.5769367
"cell2124",65.012344,512.6667,2.1548345
"cell2125",215.95569,514.99036,2.4799721
"cell2126",102.93305,515.29706,2.4652529
"cell2127",296.0191,516.40765,1.7105798
"cell2130",428.73172,514.8171,2.10262
"cell2131",614.4231,514.3743,2.4471664
"cell2132",534.84656,515.15344,1.7750803
"cell2135",494.79166,518.43335,0.9715415
"cell2137",39.027863,514.43036,2.2657413
"cell2138",474.01718,516.14435,2.1850536
"cell2141",352.67163,515.6866,2.1322575
"cell2142",547.71826,518.105,1.7861185
"cell2144",13.162162,522.36487,2.5113385
"cell2147",377.91736,517.70245,2.1677403
"cell2150",486.7931,520.0207,0.92452633
