"pred_type","gene","gene_set","model_id","cor_pearson","ssim"
"val","PNP","All Genes","DeepSpaCE",0.0673125247796775,0.0182793145606021
"val","PNPLA6","All Genes","DeepSpaCE",0.0606189061700586,0.0286961303852395
"val","PODNL1","All Genes","DeepSpaCE",0.0238325249130321,0.00559031243604112
"val","PODXL","All Genes","DeepSpaCE",0.00736194756125856,0.00309661737197228
"val","POLR2E","All Genes","DeepSpaCE",0.0066245146253247,0.00811693961580467
"val","POLR2J","All Genes","DeepSpaCE",0.0325492376702229,0.0234570143814633
"val","POR","All Genes","DeepSpaCE",0.0509356601895474,0.0320833802966197
"val","POSTN","All Genes","DeepSpaCE",0.0733710174649628,0.0500987999482888
"val","PPHLN1","All Genes","DeepSpaCE",0.0784758046043287,0.0158243817705023
"val","PPIB","All Genes","DeepSpaCE",0.0328179204669049,0.0344738108424039
"val","PPIH","All Genes","DeepSpaCE",0.051270270885965,0.0213584925731643
"val","PPM1G","All Genes","DeepSpaCE",0.0670568981266681,0.029121794751779
"val","PPP1R1A","All Genes","DeepSpaCE",0.0277793573953781,0.0185471875990448
"val","PPP1R1B","All Genes","DeepSpaCE",-0.0359670555108189,0.00416070724993009
"val","PPP1R37","All Genes","DeepSpaCE",0.0548945939866745,0.0371625957648086
"val","PRKAB1","All Genes","DeepSpaCE",0.0460005478707986,0.0167686825294708
"val","PRKCSH","All Genes","DeepSpaCE",0.126384379915154,0.10612054860971
"val","PRKCSH","SVGs","DeepSpaCE",0.145161817557437,0.118703445810048
"val","PROSER1","All Genes","DeepSpaCE",0.0514380051156978,0.0151136407235708
"val","PRPF6","All Genes","DeepSpaCE",0.0379125769310986,0.0207731283766351
"val","PRPSAP1","All Genes","DeepSpaCE",0.0608588192169604,0.011299451443007
"val","PSCA","All Genes","DeepSpaCE",0.00690949477350875,0.00608702432167068
"val","PSMD4","All Genes","DeepSpaCE",0.0256497386975157,0.01190206717961
"val","PSTPIP1","All Genes","DeepSpaCE",0.0754686046768621,0.0204598457828225
"val","PTGDS","All Genes","DeepSpaCE",0.13602736596933,0.0886581383563025
"val","PTOV1","All Genes","DeepSpaCE",0.106116987994416,0.0947250305783021
"val","PTOV1","SVGs","DeepSpaCE",0.176072379139192,0.173092539898896
"val","PTP4A3","All Genes","DeepSpaCE",0.0480431435267542,0.0310087766905424
"val","PTPRC","All Genes","DeepSpaCE",0.0918630430561751,0.0291578733356855
"val","PTPRJ","All Genes","DeepSpaCE",0.0359175814637608,0.00375248160486736
"val","PTRF","All Genes","DeepSpaCE",0.0859942881904179,0.0552804068230563
"val","PTRH1","All Genes","DeepSpaCE",0.0434116174279827,0.0123150178549046
"val","PUS3","All Genes","DeepSpaCE",0.0121431419634113,0.00359189347789054
"val","PWP1","All Genes","DeepSpaCE",0.0419909700580203,0.00922584078791946
"val","PWWP2B","All Genes","DeepSpaCE",0.0322211880106936,0.0217587337885032
"val","PXDN","All Genes","DeepSpaCE",0.0939835387585428,0.0505823674722308
"val","PYURF","All Genes","DeepSpaCE",0.0498795945545275,0.0115715962270236
"val","QSOX1","All Genes","DeepSpaCE",0.0424545421195489,0.0431008699748322
"val","R3HDM2","All Genes","DeepSpaCE",0.0626507150662654,0.0138396811024516
"val","RAB11FIP1","All Genes","DeepSpaCE",0.0633056335760468,0.0372141425734339
"val","RAB3A","All Genes","DeepSpaCE",0.0217207216688939,0.00298360032730402
"val","RAB3GAP1","All Genes","DeepSpaCE",0.0763904691509586,0.0275687588885739
"val","RAB3IL1","All Genes","DeepSpaCE",0.0282613606307592,0.00983885820332887
"val","RABGAP1L","All Genes","DeepSpaCE",0.0381036861688261,0.00504109549923236
"val","RALBP1","All Genes","DeepSpaCE",0.0217180946972401,0.00357572693558771
"val","RALGAPA2","All Genes","DeepSpaCE",0.0381705502031713,0.0104874042914162
"val","RAMP2","All Genes","DeepSpaCE",0.0604936828474349,0.0186147147840177
"val","RAP1B","All Genes","DeepSpaCE",0.00326770585254948,0.0013585671722804
"val","RARS2","All Genes","DeepSpaCE",0.0268544473759033,0.00540485244518166
"val","RASA2","All Genes","DeepSpaCE",0.0230350257878249,0.00545778502109542
"val","RASGRP2","All Genes","DeepSpaCE",0.062307816694989,0.0192942569612258
"val","RASSF3","All Genes","DeepSpaCE",0.029352697757345,0.00579661958164974
"val","RBL1","All Genes","DeepSpaCE",0.0396037275670018,0.00955895766621153
"val","RBM42","All Genes","DeepSpaCE",0.0811320249629712,0.0466970846456061
"val","RECQL4","All Genes","DeepSpaCE",0.0271495625045309,0.0106563958963849
"val","RECQL5","All Genes","DeepSpaCE",0.0424761871130814,0.0146292517344588
"val","REEP6","All Genes","DeepSpaCE",-0.00683507384656144,3.53576667843618e-05
"val","RGS1","All Genes","DeepSpaCE",0.0613622854320695,0.0088058591354855
"val","RHOB","All Genes","DeepSpaCE",0.133854730459576,0.0809754095005656
"val","RIOK1","All Genes","DeepSpaCE",0.0408776514974113,0.00610242610028726
"val","RMND1","All Genes","DeepSpaCE",0.0315791168506351,0.00615512264527561
"val","RNASET2","All Genes","DeepSpaCE",0.0476859031930158,0.0300209380976874
"val","RND3","All Genes","DeepSpaCE",0.0375291905419611,0.00808696962820859
"val","RNF135","All Genes","DeepSpaCE",0.0553173730806748,0.0194024587016207
"val","RNF170","All Genes","DeepSpaCE",-0.00507913268665933,0.00192227465990669
"val","RRAS","All Genes","DeepSpaCE",0.0219190990390964,0.0175870198107013
"val","RSL1D1","All Genes","DeepSpaCE",0.0111823161608066,0.0154947823184988
"val","RSRP1","All Genes","DeepSpaCE",0.0652266473993169,0.025228261146333
"val","RUVBL1","All Genes","DeepSpaCE",0.0705554843831535,0.0194160772006726
"val","S100A14","All Genes","DeepSpaCE",0.0608731814320802,0.0476457125935698
"val","S100A9","All Genes","DeepSpaCE",0.037488997010655,0.0409039585808181
"val","SAMM50","All Genes","DeepSpaCE",0.0327597143061173,0.0192540068172527
"val","SASH1","All Genes","DeepSpaCE",0.0409608481783367,0.0288064301681673
"val","SAT1","All Genes","DeepSpaCE",0.0026592275928986,0.00127998128840584
"val","SCAF1","All Genes","DeepSpaCE",0.0523869649263053,0.0282034066795888
"val","SCD","All Genes","DeepSpaCE",0.139323472535955,0.0953174943025511
"val","SCD","SVGs","DeepSpaCE",0.181258366638002,0.101818106523186
"val","SCNN1D","All Genes","DeepSpaCE",0.0269641632715003,0.0081089365151126
"val","SCX","All Genes","DeepSpaCE",0.0393312607750527,0.0117647196085794
"val","SDHB","All Genes","DeepSpaCE",0.0644335848525093,0.0175097426096628
"val","SEC14L2","All Genes","DeepSpaCE",-0.00446451572047552,0.00642939009967046
"val","SEC23A","All Genes","DeepSpaCE",0.0533168748812021,0.00775767551063696
"val","SEMA3B","All Genes","DeepSpaCE",0.021487967382868,0.00876091396178405
"val","SEMA4B","All Genes","DeepSpaCE",0.0380682083835872,0.0150610992549897
"val","SF3B4","All Genes","DeepSpaCE",0.0533376395634537,0.0173713172043476
"val","SFSWAP","All Genes","DeepSpaCE",0.0799247310778655,0.016728056463977
"val","SGTA","All Genes","DeepSpaCE",0.0499450755109166,0.0336738165212059
"val","SH3BP5L","All Genes","DeepSpaCE",0.0486746862407947,0.0132686786312275
"val","SIGLEC1","All Genes","DeepSpaCE",0.0173316466395291,0.0108102986837959
"val","SIGMAR1","All Genes","DeepSpaCE",0.0758571636645517,0.0302146265039473
"val","SLC16A2","All Genes","DeepSpaCE",0.0123307492258844,0.0031400601079102
"val","SLC16A3","All Genes","DeepSpaCE",0.0205078412980895,0.0190789369206724
"val","SLC22A18","All Genes","DeepSpaCE",0.043538094529444,0.0149388307093473
"val","SLC25A24","All Genes","DeepSpaCE",0.0407683504745156,0.00912667748474772
"val","SLC2A1","All Genes","DeepSpaCE",0.110002817669879,0.057991384122531
"val","SLC2A8","All Genes","DeepSpaCE",0.0210396595567495,0.0101138125009469
"val","SLC35A2","All Genes","DeepSpaCE",0.0728066001727304,0.029315373481462
"val","SLC43A1","All Genes","DeepSpaCE",0.0211478329154307,0.00716341538460913
"val","SLC4A5","All Genes","DeepSpaCE",0.0368740261373377,0.00482590179532466
"val","SLC8B1","All Genes","DeepSpaCE",0.00865426664781386,0.00867236589756346
"val","SLC9A3R2","All Genes","DeepSpaCE",0.0647086347710504,0.0318967767353791
"val","SLC9A8","All Genes","DeepSpaCE",-0.0119713761479646,-0.00140120366130322
"val","SLFN13","All Genes","DeepSpaCE",0.0402540158087182,0.0139961303145178
"val","SLPI","All Genes","DeepSpaCE",0.117409563806603,0.0516859604046181
"val","SMCHD1","All Genes","DeepSpaCE",0.0408862329486621,0.00873653475470936
"val","SMG9","All Genes","DeepSpaCE",0.0715548097908509,0.023869125253979
"val","SMYD2","All Genes","DeepSpaCE",0.0396218845021739,0.00700062784400694
"val","SNAPC3","All Genes","DeepSpaCE",0.0296652528241919,0.00235959577834675
"val","SNF8","All Genes","DeepSpaCE",0.0148956070132091,0.0220005414657392
"val","SNRPD3","All Genes","DeepSpaCE",0.111724448055211,0.0396238524850476
"val","SNTA1","All Genes","DeepSpaCE",0.0175317946758237,0.00636302948829612
"val","SNX33","All Genes","DeepSpaCE",0.0548009293798744,0.0224519819273735
"val","SNX8","All Genes","DeepSpaCE",0.0447278919663732,0.0139209068412343
"val","SOD3","All Genes","DeepSpaCE",0.0955768150417415,0.0356022016081289
"val","SOS2","All Genes","DeepSpaCE",0.0172045759481224,0.00394478090064874
"val","SOX4","All Genes","DeepSpaCE",0.0352879161781629,0.0150969179904039
"val","SP6","All Genes","DeepSpaCE",0.0230775666579843,0.010605913777881
"val","SPAG9","All Genes","DeepSpaCE",0.0212783075718415,0.013278934565533
"val","SPARC","All Genes","DeepSpaCE",0.0850859003626425,0.0739949358122801
"val","SPIN1","All Genes","DeepSpaCE",0.0671939420081938,0.0161945595844979
"val","SPSB1","All Genes","DeepSpaCE",0.0234251444250874,0.00804216072481226
"val","SRGN","All Genes","DeepSpaCE",0.087715373886818,0.0441225268938253
"val","SRPX2","All Genes","DeepSpaCE",0.0229819250920044,0.00822632328202141
"val","SRR","All Genes","DeepSpaCE",0.0409917555795623,0.00980320724000194
"val","SRRT","All Genes","DeepSpaCE",0.134826064236684,0.0546361832582409
"val","SRSF1","All Genes","DeepSpaCE",0.0924475220421402,0.0391230790603212
"val","SRSF5","All Genes","DeepSpaCE",0.124312746156795,0.092114888666072
"val","SSSCA1","All Genes","DeepSpaCE",0.0058469344175623,0.0010024837428155
"val","STAMBP","All Genes","DeepSpaCE",0.0367868720732407,0.0109679979274377
"val","STAT5A","All Genes","DeepSpaCE",0.0486336759987529,0.0172689692726853
"val","STK17A","All Genes","DeepSpaCE",0.0526277490099637,0.0131053746092614
"val","STK4","All Genes","DeepSpaCE",0.024564167190317,0.00603757137717935
"val","STMN1","All Genes","DeepSpaCE",0.129052407943685,0.0762455171133044
"val","STRN3","All Genes","DeepSpaCE",0.0463812865629556,0.00839201782174882
"val","STT3A","All Genes","DeepSpaCE",0.01452564382046,0.00289890418991448
"val","SUGP1","All Genes","DeepSpaCE",0.0483564001957386,0.00569258440902281
"val","SURF1","All Genes","DeepSpaCE",0.00339500210823509,0.00515606282930916
"val","SVIL","All Genes","DeepSpaCE",0.0272889545856619,0.00636431542935344
"val","SYDE1","All Genes","DeepSpaCE",0.000970964173108441,0.00249513592139331
"val","SYK","All Genes","DeepSpaCE",0.0252853454700905,0.0102577272083574
"val","TACC3","All Genes","DeepSpaCE",0.0605269176867938,0.0185421838341559
"val","TANC2","All Genes","DeepSpaCE",0.0652072569387926,0.0267755914030595
"val","TARBP1","All Genes","DeepSpaCE",0.113251269180255,0.0185924851208957
"val","TAX1BP1","All Genes","DeepSpaCE",0.0775121059084044,0.0197513882349232
"val","TAX1BP3","All Genes","DeepSpaCE",0.0341572359265469,0.0169469031934863
"val","TBC1D10A","All Genes","DeepSpaCE",0.0257715946125361,0.0141677700673836
"val","TBC1D23","All Genes","DeepSpaCE",0.0446301022736462,0.0104133428066167
"val","TBCA","All Genes","DeepSpaCE",0.0673754987694246,0.0143924838113528
"val","TBXAS1","All Genes","DeepSpaCE",0.0459481312088307,0.0111053908953872
"val","TCEA2","All Genes","DeepSpaCE",0.0280430447445343,0.00813170981320295
"val","TCEA3","All Genes","DeepSpaCE",0.0326887101927784,0.0273438584107688
"val","TCF25","All Genes","DeepSpaCE",0.0294859752758148,0.0274716997743989
"val","TDRD3","All Genes","DeepSpaCE",0.0237231725730795,0.00497923542680511
"val","TESK1","All Genes","DeepSpaCE",0.051252498947163,0.0184408969571004
"val","TESMIN","All Genes","DeepSpaCE",0.0155281349942175,0.00643031505315412
"val","TEX10","All Genes","DeepSpaCE",0.0626620730908476,0.013324098409275
"val","TEX2","All Genes","DeepSpaCE",0.057709672365864,0.0184764143325288
"val","TFF3","All Genes","DeepSpaCE",-0.0339288373490115,-0.00813629007956511
"val","TGFBR2","All Genes","DeepSpaCE",0.0434821846794512,0.00995473571290253
"val","THBS1","All Genes","DeepSpaCE",0.0148770405141067,0.00860651529532827
"val","THOC5","All Genes","DeepSpaCE",0.0076686137265131,0.00438723712139736
"val","THOC6","All Genes","DeepSpaCE",0.00855698517091492,0.00463397679423828
"val","TIGD5","All Genes","DeepSpaCE",0.0314496317627714,0.0123943146584723
"val","TIMP1","All Genes","DeepSpaCE",0.147213189992693,0.145115793508145
"val","TIMP1","SVGs","DeepSpaCE",0.153039679231645,0.153115620870604
"val","TJP3","All Genes","DeepSpaCE",0.100992894722273,0.0354370867964714
"val","TM7SF2","All Genes","DeepSpaCE",0.0560185030124729,0.0481993869714709
"val","TMBIM6","All Genes","DeepSpaCE",0.0828004254175652,0.0496122197803988
"val","TMBIM6","SVGs","DeepSpaCE",-0.0535767718877905,-0.0243550820154419
"val","TMEM101","All Genes","DeepSpaCE",0.0242266981177109,0.00481021134933204
"val","TMEM123","All Genes","DeepSpaCE",0.0965635077278463,0.0632455524729623
"val","TMEM14B","All Genes","DeepSpaCE",0.0586617186461187,0.0228977731694215
"val","TMEM160","All Genes","DeepSpaCE",0.00381464950438381,0.01124712203341
"val","TMEM184A","All Genes","DeepSpaCE",0.0100862930443022,0.0149056615501327
"val","TMEM259","All Genes","DeepSpaCE",0.0764660174097287,0.048289415511246
"val","TMEM86A","All Genes","DeepSpaCE",0.0628824533125215,0.0387902035171775
"val","TMX1","All Genes","DeepSpaCE",0.0462027108451223,0.0133379150098046
"val","TNC","All Genes","DeepSpaCE",-0.00352189615167949,0.00452913989024406
"val","TNFRSF14","All Genes","DeepSpaCE",-0.00267129186102394,0.00422852038323852
"val","TNFRSF21","All Genes","DeepSpaCE",-0.0114088193434259,-0.00178232715581566
"val","TNFRSF4","All Genes","DeepSpaCE",0.0602668191645199,0.0208294425504481
"val","TNNT1","All Genes","DeepSpaCE",0.031403619301986,0.0125030671990017
"val","TOM1L2","All Genes","DeepSpaCE",0.065017972443207,0.0248664052017734
"val","TP53I3","All Genes","DeepSpaCE",0.0104799805690727,0.00546845185445736
"val","TPM2","All Genes","DeepSpaCE",0.0499612986068968,0.0418824161091001
"val","TRAC","All Genes","DeepSpaCE",0.115507552301762,0.0569165830248979
"val","TRAF5","All Genes","DeepSpaCE",0.039061640663895,0.0096173494847838
"val","TRAP1","All Genes","DeepSpaCE",0.0906966283271738,0.0498174011302631
"val","TRAPPC4","All Genes","DeepSpaCE",0.0865922557134713,0.0265289239157682
"val","TRIM14","All Genes","DeepSpaCE",0.0087883507868819,0.00229543216885995
"val","TRIM22","All Genes","DeepSpaCE",0.0349327940755733,0.00839169502897614
"val","TRIM25","All Genes","DeepSpaCE",0.0244291523348961,0.0153412898739439
"val","TRIM47","All Genes","DeepSpaCE",0.0105613050665879,0.00912687338862298
"val","TSPAN33","All Genes","DeepSpaCE",0.0241902854488078,0.0133991651519464
"val","TSR2","All Genes","DeepSpaCE",0.0437786693520511,0.0100718621471132
"val","TTC31","All Genes","DeepSpaCE",0.033740983355649,0.00821170726702154
"val","TTI1","All Genes","DeepSpaCE",0.079589464634902,0.0223206941001388
"val","TXN2","All Genes","DeepSpaCE",0.0519826274173917,0.0317590912199587
"val","TXNDC17","All Genes","DeepSpaCE",0.0927684292717196,0.0329221147363019
"val","TXNRD2","All Genes","DeepSpaCE",0.051542448389992,0.0283893928043805
"val","TYROBP","All Genes","DeepSpaCE",0.0497246366784135,0.030951897339541
"val","UBA52","All Genes","DeepSpaCE",-0.0174849606628426,-0.00155035004551316
"val","UBA52","SVGs","DeepSpaCE",-0.0244683607010217,-0.00724711769441564
"val","UBA6","All Genes","DeepSpaCE",0.112520562275145,0.0290259653187842
"val","UBAP2L","All Genes","DeepSpaCE",0.124738957873449,0.0535712196894634
"val","UBE2W","All Genes","DeepSpaCE",0.0670852970684132,0.0171561556593662
"val","UBL7","All Genes","DeepSpaCE",0.0465283642182853,0.017170675242418
"val","UBR2","All Genes","DeepSpaCE",0.0570440674324287,0.00974628933094998
"val","UBXN1","All Genes","DeepSpaCE",-0.00109579820180263,0.00710905458041109
"val","UCK1","All Genes","DeepSpaCE",0.0480584549547059,0.0226033346089731
"val","UFD1L","All Genes","DeepSpaCE",0.069968861736725,0.0311775511799792
"val","UQCRC1","All Genes","DeepSpaCE",0.0908543706255802,0.0705737183682752
"val","UQCRC1","SVGs","DeepSpaCE",0.0863850354545027,0.090433267094786
"val","UXS1","All Genes","DeepSpaCE",0.0360403938515607,0.0118313634031936
"val","UXT","All Genes","DeepSpaCE",-0.00404626655501247,0.0018422772297271
"val","VARS","All Genes","DeepSpaCE",0.0477183118378176,0.0387078338717387
"val","VAV1","All Genes","DeepSpaCE",0.0592036680163941,0.0132233481892347
"val","VCAM1","All Genes","DeepSpaCE",0.0451656731299768,0.0200380901166727
"val","VEGFB","All Genes","DeepSpaCE",0.0122614681724145,0.0090682243132012
"val","VIM","All Genes","DeepSpaCE",0.126940622224169,0.0894486601042414
"val","VPS13D","All Genes","DeepSpaCE",0.0715937607751904,0.0232353772493403
"val","VPS45","All Genes","DeepSpaCE",0.0356269400823261,0.0107113142376086
"val","VWF","All Genes","DeepSpaCE",0.118416572175379,0.0519771760706114
"val","WDFY3","All Genes","DeepSpaCE",0.0919136132288039,0.0238431015041176
"val","WDR13","All Genes","DeepSpaCE",0.0182320492575673,0.0153355844108619
"val","WDR34","All Genes","DeepSpaCE",0.0533371996150636,0.055122917501196
"val","WDR46","All Genes","DeepSpaCE",0.0957207389734138,0.0633150606251877
"val","WDR73","All Genes","DeepSpaCE",0.0490049604927976,0.0129278818232732
"val","WDR74","All Genes","DeepSpaCE",0.0463377921065041,0.0183607626177665
"val","WIPF1","All Genes","DeepSpaCE",0.083700757651303,0.0512795723382571
"val","XAB2","All Genes","DeepSpaCE",0.0345271024861538,0.0213062817921854
"val","XIAP","All Genes","DeepSpaCE",0.028335986739506,0.00591766909447237
"val","XPO6","All Genes","DeepSpaCE",0.0786478707122213,0.0312933224357165
"val","YIPF4","All Genes","DeepSpaCE",0.0569824213396496,0.021771497229392
"val","YTHDC1","All Genes","DeepSpaCE",0.0640522811068648,0.0145553215664116
"val","ZDHHC12","All Genes","DeepSpaCE",0.0347241021773094,0.0221610185178157
"val","ZFAND3","All Genes","DeepSpaCE",0.0935080908238695,0.0306219498397417
"val","ZFP36","All Genes","DeepSpaCE",0.0266856581879637,0.0145676454608211
"val","ZFPL1","All Genes","DeepSpaCE",0.0202904475776365,0.0118061656617684
"val","ZFR","All Genes","DeepSpaCE",0.0443641751614989,0.0143529987017527
"val","ZG16B","All Genes","DeepSpaCE",0.0431264340459164,0.0161950864181767
"val","ZMAT5","All Genes","DeepSpaCE",0.036625166591163,0.0144129351606567
"val","ZMYND19","All Genes","DeepSpaCE",0.135234693428927,0.0905459508243834
"val","ZMYND8","All Genes","DeepSpaCE",0.0597908230222861,0.0183200996368826
"val","ZNF217","All Genes","DeepSpaCE",0.0907780875697971,0.03314251228568
"val","ZNF337","All Genes","DeepSpaCE",0.031433891942119,0.0119656254712211
"val","ZNF33B","All Genes","DeepSpaCE",0.0343871980681173,0.00682359721157972
"val","ZNF362","All Genes","DeepSpaCE",0.0731896890814683,0.0152901937921624
"val","ZNF524","All Genes","DeepSpaCE",-0.0130008709675376,0.00400833160823972
"val","ZNF592","All Genes","DeepSpaCE",0.0170740383710842,0.00652533848240654
"val","ZNF644","All Genes","DeepSpaCE",0.0568325568485668,0.0282322525052292
"val","ZNF668","All Genes","DeepSpaCE",0.0274180990638975,0.0166579746580444
"val","ZNF771","All Genes","DeepSpaCE",0.032935982487007,0.0137730871237037
"val","ZNF787","All Genes","DeepSpaCE",0.0536656689495514,0.038701600477397
"val","ZNF791","All Genes","DeepSpaCE",-0.0156554089148056,-0.000511747978209292
"val","ZNF83","All Genes","DeepSpaCE",0.0892744081735502,0.0129847370174164
"val","ZNF91","All Genes","DeepSpaCE",0.0241837190002227,0.00561051833897839
"val","ZNRF1","All Genes","DeepSpaCE",0.0338207723527213,0.0147620547308092
"val","ZSWIM8","All Genes","DeepSpaCE",0.046875111535486,0.0231518145379855
"test","A2M","All Genes","GeneCodeR",0.133368403320573,0.0643735951487475
"test","AAMDC","All Genes","GeneCodeR",0.0739455341561116,0.0230340239786106
"test","ABCA3","All Genes","GeneCodeR",0.076672054826082,0.0228129745571893
"test","ABCA7","All Genes","GeneCodeR",0.0578201259381491,0.0175652587426561
"test","ABCF3","All Genes","GeneCodeR",0.149615460225596,0.0638203318445547
"test","ABHD14A","All Genes","GeneCodeR",0.0223171396287395,0.00956759610100825
"test","ABHD4","All Genes","GeneCodeR",0.0620514051939593,0.0190289666539864
"test","ACAA1","All Genes","GeneCodeR",0.123959672529761,0.0470607237039943
"test","ACER3","All Genes","GeneCodeR",0.0153898719726389,0.0061828995750556
"test","ADAM15","All Genes","GeneCodeR",0.0675687624533971,0.0463238348642223
"test","ADCY3","All Genes","GeneCodeR",0.0585671609852265,0.0146582771629484
"test","ADI1","All Genes","GeneCodeR",0.121769917139545,0.0606000782528934
"test","AEBP1","All Genes","GeneCodeR",0.1620445318746,0.117065554701156
"test","AEBP1","SVGs","GeneCodeR",0.216893652089223,0.154147084067991
"test","AES","All Genes","GeneCodeR",0.183875639987333,0.125468240061375
"test","AES","SVGs","GeneCodeR",0.169312882845914,0.121178335140501
"test","AGAP2","All Genes","GeneCodeR",0.0221057208292164,0.00648464015509572
"test","AGO2","All Genes","GeneCodeR",0.0812146963921002,0.0319684583345028
"test","AGPAT2","All Genes","GeneCodeR",0.15448926015432,0.0894407527066463
"test","AGPAT2","SVGs","GeneCodeR",0.202020783033188,0.120758663378235
"test","AGR2","All Genes","GeneCodeR",0.0658337742541558,0.0251342032126123
"test","AHCY","All Genes","GeneCodeR",0.0898981935394632,0.0419865560323596
"test","AKAP9","All Genes","GeneCodeR",0.0466134214240652,0.0271431875903644
"test","AKR1A1","All Genes","GeneCodeR",0.147147319890432,0.0729458669833624
"test","AKT1S1","All Genes","GeneCodeR",0.10995052313454,0.0695566241611659
"test","ALDH16A1","All Genes","GeneCodeR",0.0661690660422679,0.0287887429436634
"test","ALG3","All Genes","GeneCodeR",0.142701954345125,0.0560728270571669
"test","ANGPTL4","All Genes","GeneCodeR",0.0256742736075831,0.00876234927757746
"test","ANKLE2","All Genes","GeneCodeR",0.115426169489642,0.0415650081610878
"test","ANKRD12","All Genes","GeneCodeR",0.0308546463521101,0.0149425619718416
"test","ANKRD28","All Genes","GeneCodeR",0.0461385137039557,0.0125412436658157
"test","ANO10","All Genes","GeneCodeR",0.0329450143484652,0.0116968497664489
"test","AP5B1","All Genes","GeneCodeR",0.0199045042238625,0.00787349654783599
"test","AP5Z1","All Genes","GeneCodeR",0.0923972298821205,0.0341310066129584
"test","APBA2","All Genes","GeneCodeR",0.056614524057374,0.0207800122230314
"test","APBB2","All Genes","GeneCodeR",0.043570308743294,0.0105775068678674
"test","APOBEC3G","All Genes","GeneCodeR",0.0383186904394316,0.00942290379636955
"test","APOC1","All Genes","GeneCodeR",0.193584709178945,0.0936308917518995
"test","AQP1","All Genes","GeneCodeR",0.00571609206631669,0.00900381566013063
"test","ARF5","All Genes","GeneCodeR",0.0504595178322028,0.0118895818652167
"test","ARF6","All Genes","GeneCodeR",0.122152766595204,0.0421657267059789
"test","ARFGEF2","All Genes","GeneCodeR",0.0211138374253086,0.0069772353028601
"test","ARHGAP10","All Genes","GeneCodeR",0.0621287209845678,0.0151386551342882
"test","ARHGAP4","All Genes","GeneCodeR",0.11827649871448,0.0446871246289541
"test","ARHGAP45","All Genes","GeneCodeR",0.0725795372579797,0.0285115196490784
"test","ARHGAP5","All Genes","GeneCodeR",0.041706846935393,0.0158592545194417
"test","ARHGEF10L","All Genes","GeneCodeR",0.0658481531193132,0.0138199540120645
"test","ARHGEF3","All Genes","GeneCodeR",0.0629477972617721,0.0179302535374111
"test","ARHGEF40","All Genes","GeneCodeR",0.0328490446565471,0.0141343889891709
"test","ARID1B","All Genes","GeneCodeR",0.0342214143551537,0.0168789918477856
"test","ARID3A","All Genes","GeneCodeR",0.0124546370490646,0.00747142981468886
"test","ARID4A","All Genes","GeneCodeR",0.0216802487590215,0.00739641115549322
"test","ARID5A","All Genes","GeneCodeR",0.0888653204972093,0.0444865844874483
"test","ARID5B","All Genes","GeneCodeR",0.0351354092573637,0.0171810489026515
"test","ARNT","All Genes","GeneCodeR",0.0657991774152779,0.0222851211808446
"test","ASCL2","All Genes","GeneCodeR",0.0878730558177915,0.0312914947976695
"test","ASH2L","All Genes","GeneCodeR",0.0667457172313052,0.0237547276029529
"test","ASL","All Genes","GeneCodeR",0.0805644691149328,0.0272410631304495
"test","ASMTL","All Genes","GeneCodeR",0.0863353223388365,0.0367774845950578
"test","ASNA1","All Genes","GeneCodeR",0.17822562819378,0.106481035296261
"test","ASNA1","SVGs","GeneCodeR",0.216899197818185,0.109919189955711
"test","ASNS","All Genes","GeneCodeR",0.0497869511552403,0.0154325594669778
"test","ATAD1","All Genes","GeneCodeR",0.0296496655270555,0.00625491798054852
"test","ATF6B","All Genes","GeneCodeR",0.0529414082646688,0.0185016882049637
"test","ATG12","All Genes","GeneCodeR",0.0552568129162377,0.0222953258504495
"test","ATG16L2","All Genes","GeneCodeR",0.0557345785526148,0.0110299348365041
"test","ATL2","All Genes","GeneCodeR",0.0487402278708292,0.0119160910061852
"test","ATP5H","All Genes","GeneCodeR",0.110476394425269,0.0425564821053256
"test","ATP5O","All Genes","GeneCodeR",0.154386362440962,0.0709851573885834
"test","ATP6AP1","All Genes","GeneCodeR",0.244973690987112,0.134127079602181
"test","ATP6AP1","SVGs","GeneCodeR",0.22605382166702,0.122563459821424
"test","ATP6V0D1","All Genes","GeneCodeR",0.128184156905768,0.0692099091567923
"test","AURKAIP1","All Genes","GeneCodeR",0.189291009686663,0.104487906051036
"test","AVEN","All Genes","GeneCodeR",0.02942818445639,0.00968641921394112
"test","BABAM1","All Genes","GeneCodeR",0.141836100215753,0.0661646225419127
"test","BAD","All Genes","GeneCodeR",0.149389316631587,0.0857912502124903
"test","BAIAP3","All Genes","GeneCodeR",-0.00810352505148334,0.000400276658770896
"test","BCAM","All Genes","GeneCodeR",0.100532657991763,0.0471775046228015
"test","BCL2L12","All Genes","GeneCodeR",0.0551732187155268,0.0166628786701163
"test","BGN","All Genes","GeneCodeR",0.0962009082808343,0.0826272493327695
"test","BGN","SVGs","GeneCodeR",0.137057361298274,0.100921787395347
"test","BICDL1","All Genes","GeneCodeR",0.0543726379698077,0.0125804355637611
"test","BIN3","All Genes","GeneCodeR",0.095703735319895,0.0369094504681404
"test","BIRC2","All Genes","GeneCodeR",0.0865856341095233,0.0305405278366981
"test","BOK","All Genes","GeneCodeR",0.100975060757185,0.0516196200317163
"test","BOLA3","All Genes","GeneCodeR",0.0575652873261889,0.0118628724214605
